XDATA,YDATA
0.06930173062147427,0.07082094573073025
0.07655749524804767,-0.013583446969620392
0.8002170976999347,0.9718367638450875
0.5586996755618554,0.7736809241015459
0.7712221756049465,0.9863371976195615
0.08985787411710511,0.006267160178509579
0.07715059091016885,0.07352342335859081
0.7688230858383893,0.9996850420927131
0.716291100989825,1.0099923964963664
0.4748144908337837,0.4058656078558541
0.8055578332303065,0.9886454280524823
0.8841355274420318,0.9865911908587024
0.04192230568151378,-0.0837729500448004
0.6963036182813119,1.067292407857554
0.24667306803755717,-0.0023916704619351466
0.6310941016792321,0.9231582113829557
0.7412990716324763,0.9798233871260832
0.025564538345037136,0.03728330503295445
0.29645531728092056,0.03777277359497411
0.9654402717556316,0.9828154968097633
0.9682522314266578,0.9932420974552061
0.32473775155586393,0.046289870723117854
0.8657217845275702,0.9734632830425283
0.5386501576970002,0.7912609326777417
0.4460401889524983,0.2646961788183532
0.47142290418498134,0.3317688708772906
0.5424609642886523,0.7754573365212981
0.5832343274278132,0.7308075902966956
0.9158012624674816,1.0011595616842746
0.24572215087077975,0.023940364630774487
0.8688427605229151,0.9609957374515962
0.024023272418963626,-0.05722315143554861
0.9998099433046097,0.9378373744802596
0.982244702697049,1.041661142566771
0.46430112758987185,0.39203672795658806
0.4041495653822802,0.05294594150291146
0.9743506730718836,0.985979928522619
0.4373573135099751,0.3155989361902988
0.034688437233668545,0.003652367379115715
0.22721176598564052,-0.07798344529991279
0.5041206681548362,0.6018574388816217
0.05323986117148838,-0.03444839441732393
0.06427919200019339,0.06271839331360293
0.38295691451162417,0.035135977643756235
0.33218859121693955,0.026207254572996455
0.8192887680319738,0.9574520755743502
0.8772661875927386,1.064803894400021
0.6805168276650553,0.9219782177001972
0.6940170284385009,0.9548058264616899
0.25973018606880216,-0.019250282247253406
0.5060759807505729,0.4626346535204121
0.18403874538653398,0.04572203145056396
0.4709200172566941,0.27697070086877895
0.3172038011590168,-0.04285553477487983
0.30200030137925504,0.032438563401998965
0.4733002534458641,0.38418280617285355
0.8983943059862765,0.9454225502723603
0.5169871676684059,0.6182829131303156
0.8831199156590208,0.9780336915311032
0.16946915152333808,-0.044026266744534776
0.31269721387019656,0.05795351092067973
0.6319109400313129,0.9106039471214636
0.716472760327548,1.029754910425641
0.9827066693384627,1.0702483602156474
0.8457154453264428,0.9258049644560221
0.9864947183310835,1.025005263884446
0.8751667631564193,0.9166097150635888
0.1358746435936644,0.05637127917783624
0.6830297367151987,1.0013293847790294
0.299064883879156,-0.0388885047852927
0.18499883218852475,-0.0006762592638707824
0.4195344436212244,0.13929779202165055
0.8275050475456249,0.9919324622850131
0.45641349753109606,0.31583447622026883
0.08456161174323706,0.054586037164149795
0.0804552027511175,-0.03136077002123377
0.07828155321687669,0.018631121979316954
0.29147475129028944,-0.013132901868199626
0.6242990102063287,0.947070076393936
0.458062547133144,0.31927789884903257
0.16418811123397448,0.08164476105049566
0.5716548524120596,0.8394666037755525
0.2621167271786362,-0.0026645458601456604
0.4416558472161084,0.18097664380730277
0.2603244969266847,-0.02569529833699935
0.7694145121156817,0.9562952536473873
0.8936357927728769,1.0356907728935318
0.8370108851066482,0.9953284523696625
0.3394478999810837,0.04167916052879572
0.5005403450150013,0.5687943732269882
0.8507843603712749,0.9699514958277635
0.7032516587232881,1.029327186436188
0.006485094885760323,-0.09272656533407549
0.4197534537416501,0.22343074390969164
0.5660692988620053,0.7830942968278922
0.9692427343814414,1.022360724882214
0.004498394084455626,0.06424949737384929
0.3527458667533496,0.04120017971575472
0.07995205494768642,-0.04147847638000521
0.686545202594562,1.02461887871578
0.3587856956104125,0.12369766164906632
0.5633218153798931,0.7787813085088983
0.9775634873971517,0.9879172739342486
0.09242287356635137,-0.05697810668062203
0.6314010884215872,0.8399226408772743
0.15877772637510879,0.016526616423377428
0.35444638926319505,0.04028789075941772
0.29658411069479307,0.005564621357150634
0.4380866403568524,0.32962744357459006
0.6781185989773886,1.0876106247068247
0.6299659335262415,0.9654747366826331
0.02726329500657443,-0.013912331135109438
0.7040383506381371,1.0690733508031818
0.5524474772488248,0.7965190305866661
0.5083827203452165,0.49716656733555864
0.8771380012652957,0.9788770470357016
0.6275983840784166,0.8959750640702518
0.0162834058847946,-0.013664885248338046
0.06492588401159227,0.03321383147321596
0.8156221657002548,1.0345780947365066
0.23649433916212803,-0.006930978605422709
0.7168912057273973,0.9417145659207292
0.46258910347911875,0.41388943949970397
0.23018999351521618,-0.04554487220915995
0.30331468150021157,-0.047159550101675045
0.8410018641446717,1.0270041443115112
0.6185829002902408,0.9684862778489282
0.21100392198720708,-0.005744742959937032
0.9093064276315436,0.8689017557709432
0.050649283373916165,0.030291718990231715
0.48176869430615543,0.35520919870487994
0.2314815962427077,0.08179746008704047
0.19623075938101298,0.04845931159908343
0.03838911684555535,-0.02038183367419946
0.32023350641315207,-0.0050820680871477494
0.10688716906223705,-0.030400961905029722
0.21955700128831934,0.04313361608487995
0.7373888822374068,1.0434127665950503
0.8560041244043296,1.036305222015311
0.4437365783234243,0.17537599655312563
0.16459248005413918,-0.006701135685916614
0.35782771080835063,-3.2898230403713424e-05
0.5174774061332289,0.5909787862207596
0.7630604581039657,1.0350651101546535
0.4439531204165328,0.24829733231157197
0.155844843499926,-0.006638664269847582
0.5643621511163006,0.7540305089989989
0.4712481421805693,0.42166693220545226
0.9925452588598837,0.9859177784850325
0.9561661150835798,1.1100006870922987
0.5084311555412883,0.5864794169978976
0.1972395737751398,0.011789133039118356
0.8256174409558931,0.9810729760520045
0.93761094904282,1.0516580107807447
0.6476791397998762,0.991382050514492
0.024565266924178708,0.0600854467372164
0.5898182566949655,0.8097019122577308
0.23525510628565582,0.06317865378837006
0.4017501753953975,0.16878269839616128
0.1949576941389528,-0.030840518150019352
0.5327178307828154,0.6170679679697201
0.8217356488469914,0.9527690635240933
0.4391121410494605,0.2203332578500798
0.13311854531234157,0.012829033001763804
0.4035000613026689,0.19159830920518767
0.9458860892983284,1.0206754035725227
0.7699454167172128,1.024253560469933
0.5883123572507518,0.8207789255087621
0.6238201609481062,0.8764348851518413
0.4218174037531277,0.23235103235044915
0.33515226528933373,-0.008278111520487554
0.04783445922116769,0.044400992878979875
0.8255500602228623,1.0220702361056613
0.39176838491888033,0.097902106800029
0.14405958330624435,-0.03597257959469301
0.33677607558862555,0.07404062201202849
0.03326456383363141,0.01621634548986237
0.25798076807181625,-0.06687276373436156
0.4032351079048978,0.09947714861753071
0.5945978439310284,0.8103907736472732
0.14649915632602473,-0.0384096226090316
0.6793303110104274,0.9869811271544423
0.4727048608142378,0.3319532607557714
0.7968515438204989,0.9174884636460192
0.5990334105789082,0.8419709718063169
0.25293470597807266,-0.034893210231038335
0.47423461666189093,0.27735445131661013
0.5398357908162933,0.6188880277994462
0.6669363936579717,1.0485680199212346
0.511620229856103,0.5277194851274426
0.4815793313488924,0.510550972853134
0.8694116860961574,1.0224102750202568
0.05786703806027049,0.024728132624497495
0.012188034068249087,-0.03398051357569435
0.5305584518857394,0.5520435481585934
0.8547322826162932,1.0872541573394585
0.6917667425456349,0.9794775814132934
0.6701727538173406,0.9879236742339315
0.6099688145292314,0.835291560106926
0.8909351389174215,0.9634400819928742
